title,category,city,address,contact,description,price,source,source_url
Lirio lmp_Exp S. L,服务,Fuenlabrada,"C/valdeon 38 local 19, puerta de acceso en la calle la bañeza Fuenlabrada, Madrid 28947",电话: 916422192；邮箱: 972472357@qq.com,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/lirio-lmp_exp-s-l/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/lirio-lmp_exp-s-l/
Huaxin shishang,服务,Fuenlabrada,"Calle Bembibre 8 local 2 Cobo calleja, Fuenlabrada Madrid",电话: 657074439；邮箱: 8barchato@gmail.com,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/huaxin-shishang/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/huaxin-shishang/
DULCE GATTI S.L,服务,Fuenlabrada,"C/ Villafranca del bierzo 23B FYENLABRADA, MADRID 28947",电话: 688099877；邮箱: midalyj@gmail.com,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/dulce-gatti-s-l/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/dulce-gatti-s-l/
YUYU Moda,服务,Fuenlabrada,C/ Manuel Cobo Calleja nº7 Local 18 - Fuenlabrada,电话: 910560381；邮箱: info@yuyumoda.com；网站: https://yuyumoda.com,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/yuyu-moda/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/yuyu-moda/
Mirasol,服务,Fuenlabrada,"C/ Toreno, 22 - 28947 - Fuenlabrada (Madrid)",电话: 916423499；邮箱: mirasolsl@hotmail.com；网站: http://mirasol2008.com/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/mirasol/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/mirasol/
MODA CORAZON,服务,Fuenlabrada,"C/ Manuel Cobo Calleja 22 local 8 fuenlabra, madrid 28947",电话: 608986710；邮箱: modacorazon.es@gmail.com；网站: https://www.mimodacorazon.es/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/moda-corazon/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/moda-corazon/
Sweet secret,服务,Fuenlabrada,"C Bembibre 25B Fuenlabrada, Fuenlabrada 28947",电话: 618021754；邮箱: Sweet88513@hotmail.com；网站: http://sweetsecrets.es/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/sweet-secret/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/sweet-secret/
LADY SUMMER,服务,Fuenlabrada,"Calle la bañeza 30 local 4 Fuenlabrada, Madrid 28947",电话: 605675165；邮箱: Hkladysummer@163. com；网站: https://lady-summer.com/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/lady-summer/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/lady-summer/
Just be you,服务,Fuenlabrada,"Calle de la Bañeza 28C, Fuenlabrada 28947",电话: 692088445,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/just-be-you/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/just-be-you/
Moon Face,服务,Fuenlabrada,"calle La bañeza, número 30, local 4 - Fuenlabrada (Madrid)",电话: 609266507；邮箱: 1035125286@qq.com,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/moon-face/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/moon-face/
Reyna Shop,服务,Fuenlabrada,"c/riano 22 Cobo calleja, Madrid",电话: 688053991；邮箱: 692085853xu@gmail.com；网站: https://reynashop.com/es/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/reyna-shop/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/reyna-shop/
NUEVO FRAITA,服务,Fuenlabrada,"Calle Cistierna n2 nave 2, Madrid Cobo calleja",电话: 646766166,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/nuevo-fraita/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/nuevo-fraita/
Le Chic,服务,Fuenlabrada,"Calle la Bañeza 30 local 3 Fuenlabrada, Madrid 28947",电话: 658919756；邮箱: lechicwm@gmail.com；网站: http://www.lechiconline.es/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/le-chic/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/le-chic/
Lara Chic Moda,服务,Fuenlabrada,"Calle de Manuel Cobo Calleja, 7, 28947 Fuenlabrada, Madrid",电话: 916421903,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/lara-chic-moda/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/lara-chic-moda/
Celina Selection,服务,Fuenlabrada,"Calle de Manuel Cobo Calleja, 28947 Fuenlabrada, Madrid",电话: 914258814；邮箱: celinaselection@hotmail.com,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/celina-selection/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/celina-selection/
CHLOE´S Moda,服务,Fuenlabrada,"Calle de Manuel Cobo Calleja, 28947 Fuenlabrada, Madrid",电话: 682758510,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/chloes-moda/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/chloes-moda/
Top Top Top Moda,服务,Fuenlabrada,"C/ Villafranca del Bierzo, 38 - 28947 - Fuenlabrada (Madrid)",电话: 916421097,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/top-top-top-moda/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/top-top-top-moda/
Vestido Rojo Cobo Calleja,服务,Fuenlabrada,"C/ Riaño, 5 - 28947 - Fuenlabrada (Madrid)",电话: 916420024；邮箱: vestidorojospain@hotmail.com,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/vestido-rojo-cobo-calleja/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/vestido-rojo-cobo-calleja/
Tres Colores Moda,服务,Fuenlabrada,"C/ Manuel Cobo Calleja, 25 - 28947 - Fuenlabrada (Madrid)",电话: 916423208,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/tres-colores-moda/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/tres-colores-moda/
Free Base y Morango – Moda y ropa de deporte al por mayor,服务,Fuenlabrada,"C/ Toreno, 21 - 28947 - Fuenlabrada (Madrid)",电话: 916420080；邮箱: freebase168@hotmail.com；网站: http://www.freebaseymorango.es/,"平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Ropa de hombre, moda mujer y ropa deportiva. · Estás aquí: Inicio / Elementos / Accesorios y Ropa de Deporte , Moda y ropa al por mayor , Moda y Ropa de Hombre al por Mayor , Moda  资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/free-base-morango/）。",面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/free-base-morango/
Superbellota SL,服务,Fuenlabrada,"calle Villablino 27. Local 50 Fuenlabrada, Madrid",电话: 628246688,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/superbellota-sl/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/superbellota-sl/
Kylie Calzado al por mayor,服务,Fuenlabrada,"C/ Villablino, 27 CC Plaza Oriente - 28947 - Fuenlabrada (Madrid)",电话: 916421159；邮箱: kylie.calzado@hotmail.com；网站: http://kyliecrazy.com/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/kylie-calzado-al-mayor/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/kylie-calzado-al-mayor/
Aolang Trading S.L.,服务,Fuenlabrada,"C/ Villablino, 27 CC Plaza Oriente L.49 - 28947 - Fuenlabrada (Madrid)",电话: 916423318,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/aolang-trading-s-l/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/aolang-trading-s-l/
Miss Bom Bom Calzado,服务,Fuenlabrada,"C/ Villablino, 37 L.37 CC Plaza Oriente - 28947 - Fuenlabrada (Madrid)",电话: 916422858；邮箱: info@missbombom.es；网站: http://www.missbombom.es/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/miss-bom-bom-calzado/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/miss-bom-bom-calzado/
Corina Zapatos,服务,Fuenlabrada,"C/ Villablino, 27 L-70 CC Plaza Oriente - 28947 - Fuenlabrada (Madrid)",电话: 916420861；邮箱: tienda1@corinastyle.com,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/corina/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/corina/
Patriot Sport,服务,Fuenlabrada,"C/ La Bañeza, 17 - 28947 - Fuenlabrada (Madrid) Poligono Cobo Calleja",电话: 916423461；邮箱: patriot_sport@hotmail.com；网站: http://www.patriotspain.com/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/patriot-sport/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/patriot-sport/
OCPEAK,服务,Fuenlabrada,"C/ Fabero, 2, Nave 3 - 28947 - Fuenlabrada (Madrid)",电话: 916421309；网站: http://ocpeak.com/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/ocpeak/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/ocpeak/
Top Electrónica,服务,Fuenlabrada,"C/ Rio Ebro, 15 - 28947 - Fuenlabrada (Madrid)",电话: 910148931；邮箱: info@topelectronica.com；网站: http://www.topelectronica.com/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/top-electronica/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/top-electronica/
Equipamiento comercial y perchas Percorin,服务,Fuenlabrada,"C/ Río Ebro, 11 - 28947 - Fuenlabrada (Madrid) Poligono Cobo Calleja",电话: 916483061；邮箱: grouppercorin@gmail.com；网站: http://percha.es/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/equipamiento-comercial-percha-percorin/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/equipamiento-comercial-percha-percorin/
Nave de las Bodas,服务,Fuenlabrada,"C/ Valdeón, 6 - 28947 - Fuenlabrada (Madrid) Polígono Cobo Calleja",电话: 918082569；网站: http://www.lanavedelasbodas.com/,平台代登记商家信息，商家待认领。 公开目录显示为 Madrid Fuenlabrada Cobo Calleja 批发市场/商家服务相关商户。 主营线索：Facebook · Twitter · YouTube · Instagram 资料来源：poligonocobocalleja.es 公开商家目录（https://poligonocobocalleja.es/item/nave-las-bodas/）。,面议,poligonocobocalleja.es public directory,https://poligonocobocalleja.es/item/nave-las-bodas/
